Comment,Label
"['emak', 'anaknya', 'pendampit', 'handal', 'ser']",NON-CYBERBULYING
"['xinfogin', 'hayionmensoo', 'nelathehuheyon', 'kon']",NON-CYBERBULYING
"['o', 'aja']",NON-CYBERBULYING
"['bu', 'puan', 'tolong', 'hiraukan', 'komen', 'komen', 'negatif', 'netijen', 'berjuang', 'semangat', 'kome']",NON-CYBERBULYING
"['stop', 'melegitimasi', 'cilik', 'munafik', 'licik', 'cocok']",NON-CYBERBULYING
['cangkeman'],CYBERBULLYING
"['cilak', 'cilik', 'cilak', 'cilik', 'cilik', 'makan', 'seenak', 'duren', 'lg']",NON-CYBERBULYING
"['makan', 'pecel', 'dimana', 'durennya', 'banhhhhh']",NON-CYBERBULYING
"['udah', 'dekat2', 'pilpres', 'sok', 'merakyat', 'survey', 'nyungsep', 'aja', 'pede']",CYBERBULLYING
"['kursi', 'meja', 'pecel', 'lele', 'nya', 'bagus', 'banget', 'ya', 'kaya', 'kondangan']",NON-CYBERBULYING
"['bagus', 'bgt', 'bu', 'photoshootnyaa']",NON-CYBERBULYING
"['mbak', 'rara', 'gak', 'salah', 'minum', 'obat', 'yg', 'kmaren', 'suka', 'matiin', 'mik', 'pas', 'sidang', 'bkn', 'mbak', 'rara']",CYBERBULLYING
"['old', 'song', 'lagu']",NON-CYBERBULYING
"['semoga', 'hidayah', 'aamiin']",NON-CYBERBULYING
"['hahahaha', 'tolong', 'baca', 'komen', 'sosmed', 'ngaca', 'deh', 'dapet', 'kesimpulan', 'b']",NON-CYBERBULYING
"['partai', 'cilik', 'hahahaha']",NON-CYBERBULYING
"['klaim', 'cilik', 'yg', 'rezim', 'harga', 'kebutuhan', 'dasa']",NON-CYBERBULYING
"['taek', 'merakyat', 'kakekmu', 'malu', 'cucunya', 'lu', 'sok', 'merakyat', 'bisanya', 'menjerat']",NON-CYBERBULYING
"['iyain', 'aja']",NON-CYBERBULYING
"['partai', 'cilik', 'hmmmm']",NON-CYBERBULYING
"['partai', 'penyiksa', 'cilik']",CYBERBULLYING
"['ahhh', 'mosoooo']",NON-CYBERBULYING
"['affah', 'iyah']",NON-CYBERBULYING
"['oh', 'aja']",NON-CYBERBULYING
"['ogah', 'milih', 'sampeyan']",NON-CYBERBULYING
"['bacot', 'puan']",CYBERBULLYING
"['kangen', 'bu', 'puan', 'nangis', 'nangis', 'belain', 'cilik']",NON-CYBERBULYING
"['emak', 'jualan', 'barang', 'basi', 'laku', 'heran', 'akutu']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['pkb', 'pdi', 'titiiik']",NON-CYBERBULYING
"['ninu', 'ninu', 'ninu']",NON-CYBERBULYING
['preeett'],NON-CYBERBULYING
[],NON-CYBERBULYING
"['rene', 'ae', 'nde', 'maktun', 'tamanan', 'jajal', 'betah', 'po', 'gak']",NON-CYBERBULYING
"['rakyat', 'indonesia', 'cerdas', 'gak', 'bikin', 'pencitraan', 'rakyat', 'dah', 'tau', 'yg', 'b']",NON-CYBERBULYING
"['nyenyenye', 'ra', 'arep', 'milih', 'koe']",NON-CYBERBULYING
"['kotoran', 'babi', 'satunya', 'kotoran', 'anjing']",CYBERBULLYING
"['merakyat', 'bu', 'makan', 'warung', 'pecel']",NON-CYBERBULYING
['menyebalkan'],NON-CYBERBULYING
"['minamal', 'trak', 'record', 'prestasi', 'bagus', 'dek', 'ga', 'pake', 'nama', 'kakeknya', 'bawa2', 'nama', 'cilik']",NON-CYBERBULYING
"['cak', 'makan', 'duren', 'duren']",NON-CYBERBULYING
['taekk'],CYBERBULLYING
"['inih', 'pdi', 'nggandeng', 'pkb']",NON-CYBERBULYING
"['bu', 'durian', 'musangking', 'myuuraaah', 'bgt', 'yak', 'bu']",NON-CYBERBULYING
"['astagaaa', 'aja', 'pake', 'cilik']",NON-CYBERBULYING
"['y', 'bu']",NON-CYBERBULYING
"['gue', 'ngeri', 'klo', 'indonesia', 'dikuasai', 'partai', 'warna', 'merah', 'ngerinya', 'kyak', 'orang2', 'jaman', 'yg', 'i']",NON-CYBERBULYING
"['scroll', 'scroll', 'kebawah', 'gak', 'percaya', 'ni', 'bu', 'wkwkwk']",NON-CYBERBULYING
['anyeengggg'],CYBERBULLYING
"['makannya', 'dihabisin', 'bahas', 'rakyat', 'makanmu', 'cerminan', 'perilakumu', 'bu']",NON-CYBERBULYING
"['emang', 'mbak', 'puan', 'maen', 'twitter', 'plg', 'yo', 'nggawe', 'admin', 'admine', 'mesakke', 'd', 'cyberbullying', 'netijen']",NON-CYBERBULYING
"['ngemeng', 'cilik', 'tpi', 'ga', 'ngerasain', 'jd', 'cilik', 'yo', 'aneh', 'mba']",NON-CYBERBULYING
"['air', 'mata', 'mu', 'pemerintah', 'menaikkan', 'harga', 'bbm', 'sby', 'menaikkan', 'bbm', 'dirimu', 'menangis']",NON-CYBERBULYING
"['energi', 'perjuangan', 'ndasmu', 'emang', 'perjuangan', 'yg', 'sdh', 'lakukan', 'cilik', 'k']",CYBERBULLYING
"['lupa', 'sikat', 'gigi', 'mulutmu', 'bau']",NON-CYBERBULYING
"['ah', 'aja', 'coba', 'bu', 'liat', 'sendal', 'jepit', 'nya', 'elit', 'ya', 'beli', '10rb', 'an', 'warung', 'cilik', 'ya', 'hehe10000x']",NON-CYBERBULYING
"['sendal', 'jepitmu', 'merk', 'fipper']",NON-CYBERBULYING
"['nggowo2', 'cilik', 'mangane', 'duren']",NON-CYBERBULYING
"['warung', 'pecel', 'pecel', 'makan', 'beda', 'colik']",NON-CYBERBULYING
['bahan'],NON-CYBERBULYING
"['nih', 'calon', 'walikota', 'wawali', 'depok', 'kali', 'aja', 'menang']",NON-CYBERBULYING
"['puan', 'ngaca', 'biar', 'jamannya', 'pencitraan']",CYBERBULLYING
"['cilik', 'klo', 'udh', 'maunya', 'bener', 'bener', 'miris']",NON-CYBERBULYING
[],NON-CYBERBULYING
['biji'],NON-CYBERBULYING
[],NON-CYBERBULYING
['duluuuuuuuuu'],NON-CYBERBULYING
"['uopose', 'budhe']",NON-CYBERBULYING
"['mba', 'raraaaaaaaa', 'aja']",NON-CYBERBULYING
"['bu', 'orang', 'warung', 'dimana', 'ramai', 'orang', 'm']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['halahhhhhh', 'cilik', 'tah', 'kau', 'makan', 'tah', 'ngga', 'nasi', 'tu']",NON-CYBERBULYING
['kentut'],NON-CYBERBULYING
"['jelang', 'pemilu', 'elit', 'partai', 'berubah', 'tokoh', 'yg', 'seakan', 'peduli', 'dgn', 'rakyat']",NON-CYBERBULYING
"['aura', 'komentar', 'netizen', 'negatif']",NON-CYBERBULYING
"['akar', 'rumput', 'rumput', 'sintetis']",NON-CYBERBULYING
"['cilik', 'prnah', 'cilik', 'tdk', 'kekurangan', 'and']",NON-CYBERBULYING
['kocak'],CYBERBULLYING
"['warung', 'pecel', 'mewah', 'loh']",NON-CYBERBULYING
"['wedeeeh', 'mantap', 'bu', 'puan', 'pengen', 'makan', 'pecel', 'ya', 'allah', 'ya', 'makan', 'pecel', 'nasi']",NON-CYBERBULYING
"['partai', 'cilik', 'selogan', 'doang', 'bu', 'basiii']",NON-CYBERBULYING
"['sendal', 'jepit']",NON-CYBERBULYING
"['butuh', 'validasi', 'ya', 'bu', 'jelasin']",NON-CYBERBULYING
"['pencitraannya', 'basi', 'banget']",NON-CYBERBULYING
"['capek', 'rakyat', 'diphp', 'in', 'mulu', 'gak', 'efek', 'partai', 'kerja', 'utk', 'cari', 'makan']",NON-CYBERBULYING
"['komen', 'penuh', 'hujatan', 'rakyat', 'sdh', 'gk', 'percaya']",CYBERBULLYING
"['warung', 'ndi', 'iki', 'kernikan', 'e', 'duren']",NON-CYBERBULYING
"['pertemuan', 'makan', 'warung', 'ta', 'bu', 'pengen', 'viral', 'aja', 'ngapunten', 'lho', 'bu']",NON-CYBERBULYING
"['demen', 'banget', 'liatin', 'reply', 'annya', 'ayo', 'suarakan', 'suaramu', 'indonesia']",NON-CYBERBULYING
"['ciliknya', 'kemana', 'ente', 'berdua', 'aja', 'yg', 'keliatan', 'makan', 'disana', 'staging', 'kampungan', 'dr', 'politikus', 'ayam', 'sayur']",NON-CYBERBULYING
"['cilik', 'ora', 'ono', 'seng', 'duwik', 'e', 'akeh', 'bu', 'moon', 'maap', 'nih', 'ye']",NON-CYBERBULYING
"['yaudah', 'iyh']",NON-CYBERBULYING
"['gak', 'onok', 'yo', 'cilik', 'mangan', 'pecel', 'lauk', 'e', 'duren']",NON-CYBERBULYING
"['lucu', 'stand', 'up', 'nya']",CYBERBULLYING
"['sipaling', 'cilik', 'ngakak']",CYBERBULLYING
['heem'],NON-CYBERBULYING
"['selamat', 'ultah', 'bu', 'puan', 'bahagia', 'sejahtera', 'bbm', 'yg', 'diikuti', 'ole']",NON-CYBERBULYING
"['partainya', 'cilik', 'partainya', 'licik']",CYBERBULLYING
"['indonesia', 'bebas', 'banteng']",NON-CYBERBULYING
"['tau', 'nggak', 'nyoblos']",NON-CYBERBULYING
"['besok', 'sendal', 'jepit', 'buang', 'ahh']",NON-CYBERBULYING
"['partai', 'rakyat', 'orang', 'aja', 'kaya', 'partai', 'rakyat', 'nyari', 'makan', 'amp']",NON-CYBERBULYING
"['klo', 'sampe', 'yg', 'kemakan', 'sih', 'parah', 'wkwk']",NON-CYBERBULYING
"['ngetweet', 'impian', 'yg', 'tercapai', 'gak', 'deh']",NON-CYBERBULYING
['halah'],NON-CYBERBULYING
"['halah', 'halahh', 'segitunya', 'pengen']",NON-CYBERBULYING
['halahhh'],NON-CYBERBULYING
"['waaahhh', '2025', 'ya', 'mbk']",NON-CYBERBULYING
"['maaf', 'yaa']",NON-CYBERBULYING
"['bicit', 'km', 'mbak']",NON-CYBERBULYING
"['cilak', 'cilik', 'terosss', 'jargon', 'doang', 'lu']",NON-CYBERBULYING
"['dilapangan', 'beda', 'ya', 'pemilu', 'aja', 'nih', 'gak', 'perub']",NON-CYBERBULYING
"['asli', 'cilik']",NON-CYBERBULYING
"['cilik', 'licik']",CYBERBULLYING
"['mohon', 'maaf', 'bu', 'coba', 'pap', 'alas', 'kakinya', 'bener', 'pake', 'sendal', 'jepit', 'nih', 'muehehe']",NON-CYBERBULYING
"['nie', 'by', 'die', 'kantoor', 'nie', 'nie', 'by', 'die', 'huis', 'nie', 'maar', 'vandag', 'het', 'ons', 'n', 'vergadering', 'by', 'die', 'pesel', 'winke']",NON-CYBERBULYING
['presiden'],NON-CYBERBULYING
"['settingannya', 'bagus']",CYBERBULLYING
"['syulittt', 'lupakan', 'pu']",NON-CYBERBULYING
"['iyain', 'wkwkkwkwk']",NON-CYBERBULYING
"['deket', 'pemilu', 'sih', 'ya']",NON-CYBERBULYING
"['orang', 'pake', 'sendal', 'jepit', 'nasabah', 'prioritas', 'bu']",NON-CYBERBULYING
"['cilik', 'opone']",NON-CYBERBULYING
"['warung', 'ndasmu', 'kui', 'warung', 'resto', 'cok']",CYBERBULLYING
"['ih', 'pencitraan', 'yaaa']",CYBERBULLYING
"['apaaan', 'si']",NON-CYBERBULYING
"['puan', 'maju', 'presiden', 'enakan', 'kompetitornya', 'menang', 'telak']",NON-CYBERBULYING
"['ngebohong', 'nya', 'udah', 'tingkat', 'dewa', 'berguru', 'suhu', 'mukidi']",CYBERBULLYING
['iyeh'],NON-CYBERBULYING
"['koq', 'gak', 'suap', 'an', 'mpok']",NON-CYBERBULYING
"['percaya', 'to', 'mpean', 'gakan', 'dadi', 'r1']",NON-CYBERBULYING
"['nggak', 'rakyatnya', 'bagus', 'makan', 'lapangan', 'rumput']",NON-CYBERBULYING
"['iya', 'warung', 'tp', 'warungnya', 'udah', 'steril', 'dr', 'cilik', 'klo', 'mo', 'bo', 'ong', 'ya', 'bo', 'ongin', 'kader', 'k']",NON-CYBERBULYING
"['orang', 'yg', 'mewek', 'pas', 'bbm', 'gk', 'ya']",NON-CYBERBULYING
"['yg', 'retweet', 'kutipannya', 'bet', 'seruu', 'bacain', 'wakakakakaa']",NON-CYBERBULYING
"['gini', 'tertipu', 'pencitraan', 'udah', 'dunia', 'metaverse', 'kalah', 'pencitraan']",NON-CYBERBULYING
"['mbok', 'pikir', 'orang', 'indonesia', 'tolol', 'amp']",NON-CYBERBULYING
"['mantap', 'bu', 'semoga', 'lancar', 'pelaminan', 'ya']",NON-CYBERBULYING
"['gw', 'photoshoot']",NON-CYBERBULYING
"['ah', 'aja', 'mbak', 'rara', 'mendung', 'nih', 'mbak']",NON-CYBERBULYING
"['oh', 'aja', 'sih']",NON-CYBERBULYING
"['gimik', 'bu', 'yaelah']",CYBERBULLYING
"['taplaknya', 'gak', 'terpal']",NON-CYBERBULYING
"['partai', 'cilik', 'wonh', 'cilik', 'kesusahan', 'diem', 'bae', 'perasaan', 'warung', 'pecel', 'dipinggir', 'jalan', 'kearifan', 'lokal']",NON-CYBERBULYING
"['kata2', 'sdh', 'menjelang', 'pemilu', 'pemilu', 'fakta', 'nya', 'dar8', 'cilik']",NON-CYBERBULYING
"['you', 'know', 'what']",NON-CYBERBULYING
"['bu', 'kmi', 'gen', 'z', 'tdk', 'kenal', 'tdk', 'perduli', 'dng', 'sukarno', 'keturunannya', 'kmi', 'memilih', 'presiden']",NON-CYBERBULYING
"['cilik', 'cemilannya', 'duren', 'wowww']",NON-CYBERBULYING
"['login', '2024']",NON-CYBERBULYING
['syulit'],NON-CYBERBULYING
"['cilik', 'mah', 'kaga', 'gitu', 'makannya', 'cilik', 'ko', 'meja', 'nya', 'meja', 'resepsi', 'kah', 'membela', 'won']",NON-CYBERBULYING
"['hahahaha', 'ayo', 'sebangsa', 'amp']",NON-CYBERBULYING
"['kulihat', 'kadernya', 'parlente', 'mososih', 'cilik']",NON-CYBERBULYING
['hehehe'],NON-CYBERBULYING
[],NON-CYBERBULYING
"['bacot', 'kau']",NON-CYBERBULYING
"['duren', 'musang', 'king', 'duren', 'rakyat', 'kls']",NON-CYBERBULYING
"['cilik', 'merendah', 'meroket']",NON-CYBERBULYING
"['si', 'merakyat']",CYBERBULLYING
"['wehh', 'panjenengan', 'cari', 'warung', 'dimana', 'ning', 'mejane', 'pake', 'runner', 'putih']",NON-CYBERBULYING
"['ente', 'kadang', 'kadang', 'ane', 'melayang', 'ente', 'kadang', 'kadang', 'ane', 'sayang']",NON-CYBERBULYING
"['pencitraan', 'busuk', 'say', 'no', 'to', 'pdip', 'pkb']",CYBERBULLYING
"['warung', 'simbol', 'deket', 'cilik', 'dangkal', 'kali', 'pemikirannya', 'kecuali', 'bbm', 'yg', 'beref']",NON-CYBERBULYING
"['wkwkwk', 'partai', 'cilik', 'partai', 'yg', 'butuh', 'suara', 'cilik', 'menjelang', 'pilpres', 'memba']",NON-CYBERBULYING
"['kalo', 'pemilu', 'partainya', 'cilik', 'pemilu', 'sarangnya', 'licik', 'puan']",CYBERBULLYING
"['masuk', 'warung', 'pecel', 'kek', 'gitu', 'pecelnya', 'tok', 'rego', '25rb', 'ya', 'mending', 'warung', 'pecel', 'pinggir', 'sawah', 'yg', 'hany']",NON-CYBERBULYING
['hikssss'],NON-CYBERBULYING
"['ga', 'capek', 'pura2']",NON-CYBERBULYING
['caper'],NON-CYBERBULYING
"['lemu', 'gak', 'melu', 'partaimu']",NON-CYBERBULYING
"['dimana', 'tuh', 'bu', 'warung', 'pecel', 'yg', 'meja', 'nya', 'kain', 'acara', 'nikahan']",NON-CYBERBULYING
"['tua', 'goblok']",CYBERBULLYING
"['ya', 'warung', 'pecelnya', 'wkwkwk']",NON-CYBERBULYING
"['mbak', 'rara', 'sepi', 'job', 'yaakk']",NON-CYBERBULYING
"['duhh', 'kongsepnya', 'gimana', 'kaya', 'yg', 'bner2', 'merakyat', 'kaya', 'yg', 'kureeeng', 'gituuuu']",NON-CYBERBULYING
"['tone', 'deaf', 'sih', 'buuuuu', 'astaga']",NON-CYBERBULYING
['badannya'],NON-CYBERBULYING
"['sih', 'awowkwkwkwkwkwk']",NON-CYBERBULYING
"['cilik', 'licik']",CYBERBULLYING
"['ah', 'gimmick', 'gimmick', 'mulu']",CYBERBULLYING
"['bbm', 'harga', 'dinaikkan', 'kau', 'diam', 'bersamaan', 'konco', 'partaimu', 'ga', 'kau', 'at']",NON-CYBERBULYING
"['mah', 'ngopo', 'koe', 'ki', 'pdip', 'ga', 'ngusung', 'capres', 'elektabilitasnya', 'jelek', 'gitu']",NON-CYBERBULYING
"['ngaku', 'partainya', 'cilik', 'menurunkan', 'harga', 'bbm', 'warung', 'pecel', 'durian', 'ya']",NON-CYBERBULYING
['wehh'],NON-CYBERBULYING
"['heran', 'pdip']",NON-CYBERBULYING
"['nek', 'arep', 'pencitraan', 'mbok', 'sing', 'tenanan', 'mbak', 'e', 'haduhh', 'nyewo', 'warung', 'pecel', 'bude', 'sutinah', 'belah', 'lor', 'pra']",NON-CYBERBULYING
"['politisi', 'ya', 'mbok', 'yg', 'jujur', 'mbak', 'cilik', 'jelang', 'pemilu', 'dijual', 'menang', 'pemi']",NON-CYBERBULYING
"['ne', 'u', 'uredu', 'ne', 'kod', 'ku', 'e', 'dana', 'nji', 'sastanak', 'u', 'pecel', 'shopu', 'za', 'to', 'kupovati', 'da', 'za', 'to', 'ne', 'i', 'pdi', 'p', 'i']",NON-CYBERBULYING
"['pecelnya', 'cilik', 'ngga', 'dihidangkan', 'semewah', 'dude']",NON-CYBERBULYING
"['alhamdulillah', 'bu', 'puan', 'kesamaan', 'cilik']",NON-CYBERBULYING
"['gak', 'jajan', 'baso', 'mba']",NON-CYBERBULYING
"['dobol', 'ho', 'oh', 'tenan']",CYBERBULLYING
"['sehat', 'puan', 'pelita']",NON-CYBERBULYING
"['sma', 'partai', 'pencekik', 'cilik', 'nangis', 'bareng', 'mbak']",CYBERBULLYING
"['fotonya', 'missfokus', 'bu', 'beliin', 'kamera', 'super', 'canggih', 'timnya', 'kasian']",NON-CYBERBULYING
"['sekeluarga', 'bilang', 'taaeeekk']",CYBERBULLYING
"['cilik', 'bilek', 'ancok', 'kene', 'teros']",CYBERBULLYING
['dadah'],NON-CYBERBULYING
"['ni', 'admin', 'megang', 'ni', 'akun', 'ngakak', 'pas', 'ngetik', 'tweet']",NON-CYBERBULYING
"['telek', 'asu']",CYBERBULLYING
"['affh', 'iyh']",NON-CYBERBULYING
"['tergiur', 'pencitraan', 'mengatasnamakan', 'cilik', 'tokohn']",NON-CYBERBULYING
"['afh', 'iyh', 'mba']",NON-CYBERBULYING
"['kalo', 'dapet', 'calon', 'kang', 'bakso']",NON-CYBERBULYING
"['masang', 'terop', 'depannya', 'warung', 'makannya', 'terop', 'good']",NON-CYBERBULYING
"['jan', 'ra', 'nyambung', 'oughhh', 'ra', 'ono', 'hubungane']",NON-CYBERBULYING
"['partai', 'cilik', 'sik', 'endi', 'bu', 'pas', 'demo', 'kemaren', 'sibuk', 'tiup', 'lilin', 'gak', 'nemuin', 'yg']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['cilik', 'yg', 'd', 'bawa']",NON-CYBERBULYING
"['colak', 'cilik', 'colak', 'cilikk', 'klise', 'bu', 'gimick', 'aja']",NON-CYBERBULYING
"['coba', 'warung', 'bakso']",NON-CYBERBULYING
"['pro', 'cilik', 'mic', 'dimatiin', 'so', 'buk', 'hehe', 'becanda', 'mic']",NON-CYBERBULYING
"['inpo', 'warung', 'pecel', 'suguhanya', 'durenya']",NON-CYBERBULYING
"['sendal', 'jepit', 'ngerti', 'jam', 'rm', 'ora', 'mbak']",NON-CYBERBULYING
"['iy', 'cilik']",NON-CYBERBULYING
[],NON-CYBERBULYING
['kontol'],CYBERBULLYING
"['semoga', 'kekal', 'neraka', 'ya', 'bu']",CYBERBULLYING
"['partai', 'cilik', 'tp', 'kesejahteraan', 'cilik', 'd', 'kebiri', 'pau', 'kampanye', 'ngakunya', 'partai']",CYBERBULLYING
"['cosplay', 'nya', 'aja', 'jeng']",NON-CYBERBULYING
"['ijolan', 'nasib', 'yuk']",NON-CYBERBULYING
"['umur', 'segini', 'emang', 'lucu', 'lucunya']",CYBERBULLYING
"['cilik', 'sdh', 'sejahtera', 'jd', 'wing', 'gedhe', 'pdip', 'pkb', 'yg', 'dukung']",NON-CYBERBULYING
['bruhhh'],NON-CYBERBULYING
"['ora', 'sembodo']",NON-CYBERBULYING
"['penjual', 'cari', 'bu', 'pembeli', 'cari', 'simpati']",NON-CYBERBULYING
"['halaahh', 'ndobol']",CYBERBULLYING
"['sumpah', 'asli', 'pengem', 'sehai', 'sm', 'pencabut', 'nyawa', 'pen', 'nanya', 'doi', 'beserta', 'badut', 'satunya', 'kpn', 'kepanggil', 'asli']",NON-CYBERBULYING
"['afhh', 'iyhhh']",NON-CYBERBULYING
"['jirr', 'mba', 'rara', 'bukanya', 'neduhin', 'ujan', 'makan', 'pecel', 'eh', 'bntar', 'yg', 'ngetuk', 'pintu']",NON-CYBERBULYING
"['jiir', 'warung', 'pecel', 'durennya']",NON-CYBERBULYING
"['spill', 'harga']",NON-CYBERBULYING
"['kak', 'puan', 'baca', 'komen', 'gak', 'ya']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['bener', 'memperjuangkan', 'kesejahteraan', 'cilik', 'butuh', 'modal', 'duitnya', 'kalo']",NON-CYBERBULYING
"['liat', 'sih', 'makan', 'pecel', 'dessertnya', 'buah', 'duren']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['warung', 'nggae', 'mejo', 'kondangan']",NON-CYBERBULYING
"['cilik', 'makan', 'pecel', 'dessertnya', 'durian']",NON-CYBERBULYING
['loser'],NON-CYBERBULYING
"['beras', 'habis', 'bensin', 'motor', 'habis', 'token', 'listrik', 'bunyi', 'baren']",NON-CYBERBULYING
['login'],NON-CYBERBULYING
"['baca', 'admin', 'doang', 'kali', 'ya']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['merakyat', 'amp']",NON-CYBERBULYING
"['partai', 'cilik']",NON-CYBERBULYING
"['cilik', 'nya', 'ngak', 'beli', 'bbm', 'beli', 'durian', 'montong']",NON-CYBERBULYING
"['pertemuan', 'kabar']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['pura2', 'ngaku2', 'partai', 'cilik', 'partai', 'sendal', 'jepit', 'yg', 'jga', 'partai', 'ngej']",NON-CYBERBULYING
"['tanjja', 'nu']",NON-CYBERBULYING
['hoax'],NON-CYBERBULYING
['bener'],NON-CYBERBULYING
"['y', 'mb']",NON-CYBERBULYING
['hahahahahhahahaha'],NON-CYBERBULYING
"['le', 'tenan']",NON-CYBERBULYING
"['weki', 'omongo', 'to', 'blok', 'ra']",CYBERBULLYING
"['he', 'he']",NON-CYBERBULYING
"['mba', 'warung', 'mejanya', 'bagus', 'gitu']",NON-CYBERBULYING
"['standar', 'warung', 'berbeda', 'ya', 'bun']",NON-CYBERBULYING
"['kasian', 'muda']",NON-CYBERBULYING
"['tega', 'pakai', 'jargon', 'partai', 'cilik', 'weww']",NON-CYBERBULYING
"['ayo', 'ndang', 'nangiso', 'meneh', 'lek']",NON-CYBERBULYING
"['cilik', 'kalo', 'makan', 'pecel', 'lele', 'gak', 'dibarengin', 'durian', 'loh', 'bu', 'setelahnya']",NON-CYBERBULYING
"['affa', 'iyh']",NON-CYBERBULYING
"['gombal', 'ah', 'khan', 'utk', 'pencitraan', 'rakyat', 'taulah', 'disaat', 'gini', 'mkn', 'sprti', 'bohongi', 'rakyat', 'sakit', 'tau']",CYBERBULLYING
"['mrs', 'kadang', 'ente', 'pencitraan', 'amp']",NON-CYBERBULYING
"['minimal', 'jgn', 'ngutang', 'negara']",NON-CYBERBULYING
"['mantabs', 'rompinya', 'om']",NON-CYBERBULYING
"['minimal', 'malu']",NON-CYBERBULYING
"['pencitraan', 'yg', 'gagal']",CYBERBULLYING
"['mangan', 'sego', 'pecel', 'ki', '5000', 'an', 'enek', 'loh', 'kursi', 'ne', 'yo', 'ra', 'enek', 'seng', 'sarung', 'i', 'ngunu', 'kae', 'proper', 'bang']",NON-CYBERBULYING
"['lu', 'ngapain', 'si', 'rara']",NON-CYBERBULYING
['preeeetttttttttt'],CYBERBULLYING
['khueee'],NON-CYBERBULYING
['buahahaha'],CYBERBULLYING
['bundaaaaaa'],NON-CYBERBULYING
"['rakyatnya', 'pas', 'pemilu', 'kampaye', 'doang', 'ya', 'mengetuk', 'palu', 'menaikkan', 'harga', 'bbm', 'lupa', 'ma', 'cilik']",NON-CYBERBULYING
"['ojo', 'kakean', 'omong', 'partai', 'cilik', 'mikiro', 'kebijakanmu', 'ngabotne', 'cilik', 'ra', 'rego', 'bbm', 'mundak', 'k']",NON-CYBERBULYING
"['senyap2', 'bae']",NON-CYBERBULYING
"['ucing', 'garong']",NON-CYBERBULYING
"['cilikk', 'ndasmu']",CYBERBULLYING
"['partai', 'cilik', 'suara', 'wakil', 'rakyat', 'aja', 'mute', 'suara', 'rakyat', 'minimal', 'malu', 'gak']",NON-CYBERBULYING
"['halu', 'kasian']",NON-CYBERBULYING
"['usaha', 'legitimasi', 'kasihan', 'warga', 'twitter', 'tau', 'kalo']",NON-CYBERBULYING
"['pkb', 'mah', 'aja', 'dipepet', 'sabtu', 'sore', 'aja', 'jalan', 'bareng', 'ketua', 'gerinda', 'eh', 'pdip', 'kem']",NON-CYBERBULYING
"['buah', 'jatoh', 'pohon', 'beringin', 'diserunduk', 'banteng']",CYBERBULLYING
"['ni', 'cilik', 'yg', 'berdaya', 'gsss']",NON-CYBERBULYING
"['omong', 'kosong', 'pdip', 'partai', 'licik', 'bbm', 'ndak', 'nangis', 'jungkir', 'mbak', 'hatimu', 'beku', 'amp']",CYBERBULLYING
"['percaya', 'gk', 'narasi', 'orang', 'yg', 'gk', 'merasakan', 'miskin', 'hidup', 'susah', 'bayi']",NON-CYBERBULYING
"['tanggapan', 'lesti', 'gimana', 'ya']",NON-CYBERBULYING
"['cilik', 'bbm', 'cilik', 'menjerit', 'ga', 'yg', 'peduli', 'apanya', 'yg', 'cilik']",NON-CYBERBULYING
['ngelawak'],CYBERBULLYING
"['warung', 'buk', 'bagus', 'kali', 'taplak', 'mejanya', 'klu', 'warung', 'yg', 'pakek', 'sendal', 'jepit', 'kagak', 'pa']",NON-CYBERBULYING
"['tanda', 'tanda', 'pilpres']",NON-CYBERBULYING
"['yo', 'ndak', 'duduk', 'spek', 'idaman', 'an', 'mu']",NON-CYBERBULYING
"['rakyat', 'cilik', 'ya', 'gara', 'gara', 'korupsi', 'makan', 'uang', 'rakyat', 'kepent']",NON-CYBERBULYING
"['kau', 'mengemis', 'suara', 'rakyat', 'besok', 'kau', 'membunuh', 'rakyat', 'kau', 'memakai', 'send']",NON-CYBERBULYING
"['prepare', 'brp', 'jam', 'btw', 'ttp', 'mevvah']",NON-CYBERBULYING
"['partai', 'cilik', 'nih', 'y', 'bu', 'tau', 'ya', 'sbg', 'rakyat']",NON-CYBERBULYING
"['cilik', 'meja', 'makannya', 'ga', 'ditutup', 'kain', 'halus', 'gitu', 'taplak', 'putih', 'halus', 'gitu', 'cuman', 'ditemuin', 'p']",NON-CYBERBULYING
"['ciliknya', 'dibodohi', 'keluarga', 'kauuuu']",NON-CYBERBULYING
"['kalo', 'merakyat', 'ya', 'warung', 'pecel', 'harga', 'sepiring', '10rb', 'dapet', 'nasi', 'telor', 'ceplok']",NON-CYBERBULYING
"['yg', 'percaya', 'dg', 'drama', 'silahkan', 'angkat', 'tangan']",CYBERBULLYING
"['info', 'warung', 'pecal', 'yg', 'kursi', 'nya', 'bungkus', 'kain', 'putih', 'mbak']",NON-CYBERBULYING
"['btw', 'mbak', 'klo', 'pdip', 'partai', 'nya', 'cilik', 'kemarin', 'liat', 'anggota', 'nya', 'yg']",NON-CYBERBULYING
